Date,ticker,close,signal_eod,score_100,confidence,best_buy_value,stop_loss,stop_pct,take_profit,take_pct,exit_rules,Channel Breakout_last5d,Channel Breakout_last20d,Double Top/Bottom_last5d,Double Top/Bottom_last20d,Head & Shoulders_last5d,Head & Shoulders_last20d,Triangle Breakout_last5d,Triangle Breakout_last20d,Wedge Breakout_last5d,Wedge Breakout_last20d,RSI_status,SMA_Cross_last5d
2026-03-17,CRO-USD,0.0795,hold,85.9,67.3,0.0785,0.075,5.65,0.084,5.67,"Stop: -5.7% (2.0xATR, breakeven); Take: +5.7% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(4d),BULL(10d),---,BULL(1d),---,MIXED(B2/S1),BULL(3d),BULL(11d),BULL(4d),BULL(10d),NEUTRAL(47),SMA5x20:GOLDEN
2026-03-17,RBRF11.SA,6.65,hold,41.3,67.0,6.65,6.65,0.0,6.65,0.0,"Stop: -0.0% (2.0xATR, breakeven); Take: +0.0% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,---,---,---,---,---,---,---,---,---,OVERBOUGHT(99),---
2026-03-17,EZTC3.SA,13.53,hold,31.5,66.9,13.263,12.2771,9.26,14.7829,9.26,"Stop: -9.3% (2.0xATR, breakeven); Take: +9.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(3d),---,MIXED(B1/S2),---,BULL(2d),BULL(1d),BULL(4d),---,BULL(3d),OVERSOLD(26),---
2026-03-17,MDIA3.SA,21.96,hold,34.5,66.4,21.609,20.3243,7.45,23.5957,7.45,"Stop: -7.5% (2.0xATR, breakeven); Take: +7.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(4d),---,BEAR(2d),---,BEAR(1d),BULL(1d),MIXED(B4/S1),---,BULL(4d),OVERSOLD(26),SMA50x100:DEATH
2026-03-17,MULT3.SA,30.85,hold,30.2,65.7,30.3496,28.5314,7.52,33.1686,7.52,"Stop: -7.5% (2.0xATR, breakeven); Take: +7.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(3d),---,MIXED(B1/S2),---,BULL(1d),BULL(2d),BULL(4d),---,BULL(3d),NEUTRAL(36),SMA20x50:DEATH
2026-03-17,JHSF3.SA,8.84,hold,22.8,65.5,8.7019,8.1957,7.29,9.4843,7.29,"Stop: -7.3% (2.0xATR, breakeven); Take: +7.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(3d),---,MIXED(B1/S1),---,BULL(1d),BULL(2d),BULL(5d),BULL(1d),BULL(3d),NEUTRAL(41),---
2026-03-17,POMO4.SA,5.96,hold,9.1,64.1,5.8636,5.5043,7.65,6.4157,7.65,"Stop: -7.7% (2.0xATR, breakeven); Take: +7.7% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(2d),---,BULL(2d),---,BULL(2d),BULL(2d),BULL(3d),---,BULL(2d),OVERSOLD(29),SMA20x50:DEATH
2026-03-17,AXIA6.SA,63.0,hold,7.7,63.2,61.9297,57.9386,8.03,68.0614,8.03,"Stop: -8.0% (2.0xATR, breakeven); Take: +8.0% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(4d),BULL(1d),MIXED(B2/S1),---,---,BULL(1d),BULL(5d),---,BULL(4d),NEUTRAL(44),---
2026-03-17,KFOF11.SA,82.46,hold,10.5,62.8,82.0693,80.5657,2.3,84.3543,2.3,"Stop: -2.3% (2.0xATR, breakeven); Take: +2.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(3d),---,MIXED(B2/S1),---,MIXED(B1/S1),---,MIXED(B3/S1),BULL(1d),BULL(3d),NEUTRAL(35),---
2026-03-17,HGBS11.SA,20.34,hold,36.5,61.9,20.2608,19.9757,1.79,20.7043,1.79,"Stop: -1.8% (2.0xATR, breakeven); Take: +1.8% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(4d),---,MIXED(B1/S2),---,---,---,BULL(6d),---,BULL(4d),NEUTRAL(42),SMA5x20:DEATH
2026-03-17,BBAS3.SA,23.67,hold,36.7,61.7,23.3054,21.9886,7.1,25.3514,7.1,"Stop: -7.1% (2.0xATR, breakeven); Take: +7.1% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(2d),---,BULL(1d),---,BULL(1d),BULL(1d),BULL(4d),---,BULL(2d),NEUTRAL(31),SMA20x50:DEATH
2026-03-17,EGIE3.SA,31.88,hold,26.4,60.6,31.4925,30.1029,5.57,33.6571,5.57,"Stop: -5.6% (2.0xATR, breakeven); Take: +5.6% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(5d),BEAR(1d),MIXED(B2/S3),---,MIXED(B2/S1),BULL(1d),BULL(5d),BULL(1d),BULL(5d),NEUTRAL(39),---
2026-03-17,TRXF11.SA,91.86,hold,56.3,60.1,91.6936,91.1014,0.83,92.6186,0.83,"Stop: -0.8% (2.0xATR, breakeven); Take: +0.8% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(4d),---,BULL(1d),---,---,---,BULL(5d),BULL(2d),BULL(4d),NEUTRAL(36),---
2026-03-17,SBSP3.SA,145.3791,hold,39.3,59.4,143.3705,136.2716,6.26,154.4867,6.26,"Stop: -6.3% (2.0xATR, breakeven); Take: +6.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(3d),BULL(6d),---,MIXED(B2/S2),---,MIXED(B2/S1),BULL(3d),BULL(7d),BULL(3d),BULL(6d),NEUTRAL(59),SMA20x50:DEATH
2026-03-17,KLBN11.SA,19.28,hold,30.2,58.2,19.0733,18.3171,4.99,20.2429,4.99,"Stop: -5.0% (2.0xATR, breakeven); Take: +5.0% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(5d),BEAR(1d),BEAR(2d),---,---,BULL(2d),BULL(7d),BULL(2d),BULL(5d),NEUTRAL(34),SMA20x50:DEATH
2026-03-17,CYRE3.SA,27.4,hold,18.1,57.5,26.8697,24.8843,9.18,29.9157,9.18,"Stop: -9.2% (2.0xATR, breakeven); Take: +9.2% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(2d),---,BULL(1d),---,MIXED(B1/S1),BULL(2d),BULL(5d),---,BULL(2d),NEUTRAL(36),---
2026-03-17,VULC3.SA,16.5,hold,9.7,57.5,16.2404,15.2486,7.58,17.7514,7.58,"Stop: -7.6% (2.0xATR, breakeven); Take: +7.6% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(3d),BEAR(1d),MIXED(B1/S3),---,BULL(1d),BULL(1d),BULL(3d),BULL(2d),BULL(3d),OVERSOLD(28),SMA20x50:DEATH
2026-03-17,HGPO11.SA,150.41,hold,52.4,57.4,149.8492,147.9057,1.66,152.9143,1.66,"Stop: -1.7% (2.0xATR, breakeven); Take: +1.7% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(3d),BULL(5d),---,MIXED(B2/S1),---,BULL(1d),BULL(3d),BULL(8d),BULL(3d),BULL(5d),NEUTRAL(56),SMA5x20:GOLDEN
2026-03-17,SYNE3.SA,4.66,hold,22.0,57.3,4.6079,4.4143,5.27,4.9057,5.27,"Stop: -5.3% (2.0xATR, breakeven); Take: +5.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(3d),---,BEAR(2d),---,BEAR(1d),BULL(1d),BULL(4d),BULL(2d),BULL(3d),NEUTRAL(42),---
2026-03-17,CPFE3.SA,48.71,hold,45.4,56.7,48.0774,45.8971,5.77,51.5229,5.77,"Stop: -5.8% (2.0xATR, breakeven); Take: +5.8% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(3d),BULL(6d),BEAR(1d),MIXED(B2/S3),---,MIXED(B2/S1),BULL(1d),BULL(5d),BULL(3d),BULL(6d),NEUTRAL(42),---
2026-03-17,DOGE-USD,0.1002,hold,85.3,56.3,0.0978,0.0893,10.84,0.111,10.82,"Stop: -10.8% (2.0xATR, breakeven); Take: +10.8% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(2d),---,MIXED(B1/S1),---,MIXED(B2/S3),BULL(3d),BULL(10d),BULL(3d),BULL(8d),NEUTRAL(48),---
2026-03-17,SOL-USD,94.706,hold,88.5,56.0,92.7873,85.6496,9.56,103.7623,9.56,"Stop: -9.6% (2.0xATR, breakeven); Take: +9.6% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(5d),---,BEAR(1d),BEAR(1d),MIXED(B2/S4),BULL(2d),BULL(11d),BULL(4d),BULL(11d),NEUTRAL(52),---
2026-03-17,GGBR4.SA,17.66,hold,10.7,55.8,17.4231,16.5143,6.49,18.8057,6.49,"Stop: -6.5% (2.0xATR, breakeven); Take: +6.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(1d),---,MIXED(B1/S1),---,---,BULL(1d),BULL(3d),---,BULL(1d),OVERSOLD(14),SMA50x100:DEATH
2026-03-17,EQTL3.SA,40.56,hold,17.9,55.7,39.9885,37.8729,6.63,43.2471,6.62,"Stop: -6.6% (2.0xATR, breakeven); Take: +6.6% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(5d),BEAR(1d),MIXED(B2/S2),---,BULL(2d),BULL(2d),BULL(5d),BULL(2d),BULL(5d),NEUTRAL(43),SMA20x50:DEATH
2026-03-17,VBBR3.SA,30.55,hold,46.2,55.5,29.9888,28.0443,8.2,33.0557,8.2,"Stop: -8.2% (2.0xATR, breakeven); Take: +8.2% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(6d),---,BEAR(1d),---,BULL(1d),BULL(2d),BULL(8d),BULL(2d),BULL(6d),NEUTRAL(46),SMA5x20:DEATH
2026-03-17,TAEE11.SA,42.32,hold,12.1,54.6,41.8698,40.1843,5.05,44.4557,5.05,"Stop: -5.0% (2.0xATR, breakeven); Take: +5.0% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(3d),BULL(6d),BEAR(1d),MIXED(B2/S3),---,MIXED(B2/S1),BULL(1d),BULL(6d),BULL(3d),BULL(6d),NEUTRAL(38),SMA20x50:DEATH
2026-03-17,SAPR11.SA,41.54,hold,45.4,54.6,40.8587,38.5086,7.3,44.5714,7.3,"Stop: -7.3% (2.0xATR, breakeven); Take: +7.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(4d),---,---,---,---,BULL(2d),BULL(4d),BULL(2d),BULL(4d),NEUTRAL(43),---
2026-03-17,BBSE3.SA,34.92,hold,29.0,53.4,34.6086,33.4829,4.12,36.3571,4.12,"Stop: -4.1% (2.0xATR, breakeven); Take: +4.1% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(8d),BEAR(1d),MIXED(B1/S3),---,MIXED(B1/S1),BULL(1d),BULL(6d),BULL(2d),BULL(8d),NEUTRAL(49),SMA20x50:GOLDEN
2026-03-17,CMIG4.SA,11.92,hold,33.5,53.2,11.7864,11.3257,4.99,12.5143,4.99,"Stop: -5.0% (2.0xATR, breakeven); Take: +5.0% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(3d),BULL(7d),---,MIXED(B2/S2),---,MIXED(B1/S1),BULL(1d),BULL(5d),BULL(3d),BULL(7d),NEUTRAL(51),SMA5x20:GOLDEN
2026-03-17,GGRC11.SA,10.22,hold,59.9,53.0,10.1663,9.9814,2.33,10.4586,2.33,"Stop: -2.3% (2.0xATR, breakeven); Take: +2.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),MIXED(B6/S1),---,MIXED(B1/S2),---,---,BULL(1d),BULL(7d),BULL(2d),MIXED(B6/S1),NEUTRAL(54),---
2026-03-17,CSNA3.SA,6.34,hold,26.4,52.3,6.1631,5.5086,13.11,7.1714,13.11,"Stop: -13.1% (2.0xATR, breakeven); Take: +13.1% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,MIXED(B1/S1),---,BEAR(1d),---,---,BULL(2d),MIXED(B4/S1),BULL(1d),MIXED(B2/S1),OVERSOLD(27),---
2026-03-06,IRDM11.SA,58.5,hold,17.7,51.8,58.5,58.5,0.0,58.5,0.0,"Stop: -0.0% (2.0xATR, breakeven); Take: +0.0% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,---,---,---,---,---,---,---,---,---,OVERBOUGHT(97),---
2026-03-17,GOAU4.SA,7.99,hold,12.1,51.2,7.8856,7.4914,6.24,8.4886,6.24,"Stop: -6.2% (2.0xATR, breakeven); Take: +6.2% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(1d),---,MIXED(B1/S1),---,---,BULL(1d),BULL(3d),---,BULL(1d),OVERSOLD(18),---
2026-03-17,BRCR11.SA,48.25,hold,49.8,51.2,47.983,47.0214,2.55,49.4786,2.55,"Stop: -2.5% (2.0xATR, breakeven); Take: +2.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(5d),---,MIXED(B2/S1),---,BULL(2d),---,BULL(7d),---,BULL(5d),NEUTRAL(51),---
2026-03-17,KNHY11.SA,99.49,hold,61.9,51.2,99.1036,97.7614,1.74,101.2186,1.74,"Stop: -1.7% (2.0xATR, breakeven); Take: +1.7% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(5d),BEAR(1d),MIXED(B2/S2),---,MIXED(B2/S1),MIXED(B2/S1),MIXED(B8/S1),---,BULL(5d),NEUTRAL(57),SMA5x20:GOLDEN
2026-03-17,VINO11.SA,5.15,hold,54.0,51.0,5.103,4.9357,4.16,5.3643,4.16,"Stop: -4.2% (2.0xATR, breakeven); Take: +4.2% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(4d),---,---,---,---,BULL(2d),BULL(5d),BULL(1d),BULL(4d),NEUTRAL(36),SMA20x50:DEATH
2026-03-17,ETH-USD,2318.0535,hold,80.0,50.1,2269.8692,2094.393,9.65,2541.7139,9.65,"Stop: -9.7% (2.0xATR, breakeven); Take: +9.7% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(5d),---,BEAR(1d),BEAR(1d),MIXED(B2/S3),BULL(3d),BULL(11d),BULL(3d),BULL(10d),NEUTRAL(56),---
2026-03-17,LTC-USD,58.0947,hold,74.0,49.8,57.2685,54.2988,6.53,61.8905,6.53,"Stop: -6.5% (2.0xATR, breakeven); Take: +6.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(3d),BULL(10d),BULL(1d),MIXED(B2/S1),BEAR(1d),MIXED(B2/S3),BULL(2d),BULL(9d),BULL(3d),BULL(10d),NEUTRAL(51),---
2026-03-17,HGLG11.SA,156.16,hold,7.9,49.7,155.7256,154.1,1.32,158.22,1.32,"Stop: -1.3% (2.0xATR, breakeven); Take: +1.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(6d),---,BEAR(1d),---,BEAR(1d),---,BULL(5d),---,BULL(6d),OVERSOLD(29),---
2026-03-17,LREN3.SA,15.12,hold,20.2,49.7,14.8495,13.8414,8.46,16.3986,8.46,"Stop: -8.5% (2.0xATR, breakeven); Take: +8.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(4d),---,MIXED(B3/S1),---,MIXED(B1/S1),BULL(1d),BULL(6d),BULL(2d),BULL(5d),NEUTRAL(48),SMA20x50:DEATH
2026-03-17,TCSA3.SA,1.36,hold,48.4,46.5,1.3192,1.1743,13.65,1.5457,13.65,"Stop: -13.7% (2.0xATR, breakeven); Take: +13.7% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,---,---,---,---,---,MIXED(B1/S1),MIXED(B3/S2),---,BULL(1d),NEUTRAL(38),---
2026-03-17,XPML11.SA,109.2,hold,66.3,46.3,108.8364,107.5757,1.49,110.8243,1.49,"Stop: -1.5% (2.0xATR, breakeven); Take: +1.5% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,---,BEAR(1d),MIXED(B1/S1),---,BULL(1d),BULL(1d),BULL(3d),---,---,NEUTRAL(42),SMA20x50:DEATH
2026-03-17,IRIM11.SA,63.97,hold,40.9,43.9,63.6681,62.5971,2.15,65.3429,2.15,"Stop: -2.1% (2.0xATR, breakeven); Take: +2.1% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(7d),BEAR(1d),MIXED(B1/S2),---,---,MIXED(B1/S1),MIXED(B5/S1),BULL(1d),BULL(7d),NEUTRAL(44),---
2026-03-17,RANI3.SA,9.33,hold,29.8,41.8,9.2057,8.7443,6.28,9.9157,6.28,"Stop: -6.3% (2.0xATR, breakeven); Take: +6.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",---,BULL(5d),BEAR(1d),MIXED(B2/S3),---,BEAR(1d),BULL(2d),BULL(7d),---,BULL(5d),NEUTRAL(42),---
2026-03-17,DIRR3.SA,13.93,hold,27.8,41.5,13.6251,12.5486,9.92,15.3114,9.92,"Stop: -9.9% (2.0xATR, breakeven); Take: +9.9% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(2d),---,---,---,BULL(1d),BULL(1d),BULL(5d),BULL(1d),BULL(2d),NEUTRAL(35),SMA20x50:DEATH
2026-03-17,RBRP11.SA,51.86,hold,23.2,39.0,51.5168,50.2557,3.09,53.4643,3.09,"Stop: -3.1% (2.0xATR, breakeven); Take: +3.1% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(5d),BEAR(1d),MIXED(B1/S2),---,BEAR(1d),BULL(1d),BULL(5d),BULL(1d),BULL(5d),OVERSOLD(26),SMA50x100:DEATH
2026-03-17,LEVE3.SA,34.49,hold,49.2,32.2,34.0828,32.6257,5.41,36.3543,5.41,"Stop: -5.4% (2.0xATR, breakeven); Take: +5.4% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(1d),BULL(5d),---,MIXED(B1/S1),---,MIXED(B1/S1),BULL(1d),BULL(4d),BULL(1d),BULL(5d),NEUTRAL(39),SMA20x50:DEATH
2026-03-17,ALZR11.SA,10.7,hold,50.4,32.1,10.6708,10.5686,1.23,10.8314,1.23,"Stop: -1.2% (2.0xATR, breakeven); Take: +1.2% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(4d),---,BULL(2d),---,BULL(2d),BULL(1d),BULL(4d),BULL(2d),BULL(4d),NEUTRAL(46),---
2026-03-17,TIMS3.SA,26.68,hold,38.3,30.7,26.3615,25.2571,5.33,28.1029,5.33,"Stop: -5.3% (2.0xATR, breakeven); Take: +5.3% (R:R 1.0:1); Tight: 0.8xATR apos 5d; TimeStop: 16d; HardStop: 2% gap",BULL(2d),BULL(5d),---,MIXED(B2/S2),---,BULL(2d),BULL(1d),BULL(5d),BULL(2d),BULL(5d),NEUTRAL(44),---
